filename;shelfCoord
f2f7cd08-8371-4ce5-a92a-30e2caec9550.jpg;0.99,0.77,0.57,0.38,0.16
31de8f9a-e157-47af-911a-2b8362740277.jpg;0.98,0.82,0.64,0.47,0.3,0.15
02c7cd53-6910-4d48-88d5-7fc85b46c3a2.jpg;1.0,0.79,0.64,0.49,0.35,0.22,0.09
b826e4fa-b498-4503-b6a0-0ebee9501164.jpg;0.99,0.76,0.59,0.45,0.29,0.13
d40ace3c-c963-4b2a-a92c-12d7f874cd6e.jpg;0.76,0.49,0.21,0.99
ef6a580b-c0f4-4a33-ac40-c2afbaad70c4.jpg;0.99,0.75,0.55,0.35,0.15
7ade9434-9552-4c96-9be6-ff4107ec407e.jpg;0.98,0.77,0.57,0.35,0.14
35438a72-1ddf-4865-bd1c-91fccc85ab9b.jpg;0.97,0.72,0.52,0.32,0.12
72568b06-9b21-40e6-9763-542e7d184349.jpg;0.99,0.77,0.57,0.35,0.14
8185ff5e-bca5-482c-91b7-2a7a8b0918cd.jpg;0.98,0.81,0.65,0.5,0.36,0.17
83171414-03e8-4a44-94ea-721b21961e09.jpg;0.96,0.79,0.64,0.47,0.31,0.14
e3305df0-80df-415a-89dd-c51472344d5d.jpg;0.97,0.81,0.65,0.51,0.37,0.19
b4c46574-d87e-4acd-8973-280c495eef0b.jpg;0.98,0.77,0.62,0.48,0.31,0.16
638594db-9ad3-41d4-99e7-6f6b086d607e.jpg;1.0,0.81,0.59,0.31
af741694-0361-4cd7-a3cc-04c9d3c70bab.jpg;0.99,0.87,0.75,0.61,0.53,0.45,0.32,0.22,0.11
ea51a6a7-268b-413e-bd87-533619f8c0b5.jpg;0.99,0.84,0.69,0.54,0.39,0.25,0.1
5e6613de-58a4-45ef-9ee2-4f827b7a6b21.jpg;0.01,0.18,0.33,0.47,0.61,0.75,0.87
cc642550-cb02-457d-950e-a28e4db5ca18.jpg;0.02,0.17,0.32,0.46,0.61,0.74,0.87
e8accc82-5457-4be7-b960-17a7fe585eaa.jpg;1.0,0.84,0.68,0.53,0.4,0.25,0.1
c218dfa5-9ea4-4c1a-b017-bf43be453001.jpg;0.99,0.71,0.54,0.41,0.24,0.12
96afa996-c954-4222-b229-f8867b378dd2.jpg;0.99,0.82,0.63,0.47,0.3,0.13
ffd775ee-30b4-48fe-9d9a-331932a9492e.jpg;0.99,0.82,0.7,0.57,0.44,0.32,0.21,0.1
814cce1f-faa1-4995-88d5-53203c9edf07.jpg;0.99,0.56,0.43,0.3,0.19
536b1608-16d7-4700-9c03-3d2a7eb2b594.jpg;0.99,0.83,0.69,0.56,0.42,0.28,0.14
d0d329a3-f1b5-430c-829f-37ed4bbcb93a.jpg;0.99,0.82,0.63,0.46,0.3,0.14
12c0f7a5-1dab-483f-a2cf-008316948822.jpg;1.0,0.85,0.71,0.57,0.47,0.36,0.25,0.15
445e8338-f785-4575-9fd4-c30e42742416.jpg;0.99,0.83,0.66,0.52,0.38,0.22,0.09
f50a684e-18b0-4013-9d34-885ab08d8e19.jpg;1.0,0.83,0.67,0.54,0.4,0.28,0.14
810bc295-9b39-4187-adb2-071df58b85aa.jpg;0.99,0.86,0.72,0.58,0.45,0.33,0.2,0.08
54a33b01-883a-4500-91e4-9277e2de5a5c.jpg;0.99,0.85,0.66,0.49,0.33,0.18
d9597964-874c-4dbd-ad0d-78fb8c8d5d0e.jpg;0.99,0.84,0.68,0.54,0.4,0.26,0.14
f48537aa-eeb1-4bc9-b34b-d9253a13e0f6.jpg;1.0,0.83,0.68,0.51,0.34,0.18
33e3dc2d-fe29-4856-9b82-bf6168bc8408.jpg;0.99,0.82,0.66,0.51,0.37,0.24,0.12
8b94f773-69ea-45a5-b54a-c609f7ce6a2b.jpg;0.99,0.82,0.62,0.46,0.3,0.14
62c087d7-4088-4fa2-9043-c0cbeac16724.jpg;0.99,0.8,0.62,0.46,0.3,0.15
7c9eac21-1917-4f9e-9eeb-d1038f72102d.jpg;0.99,0.83,0.63,0.42,0.21
3dde0e23-3843-40c1-8b7c-dc2a5988f035.jpg;0.99,0.82,0.62,0.4,0.19
390e5804-da62-4119-8070-105bc2739e7d.jpg;0.99,0.8,0.58,0.36,0.15
11a4b550-692b-456d-be2e-14894dd59d60.jpg;0.99,0.8,0.59,0.38,0.25,0.12
9b8256fb-61fb-4bb8-9e25-f0c6c27e743c.jpg;0.99,0.82,0.64,0.47,0.29,0.12
d0598616-0794-4558-8b6f-725a0d41c9ff.jpg;0.99,0.85,0.72,0.59,0.45,0.33,0.21,0.09
325996f7-4910-4d00-9b21-41994967c2f1.jpg;0.99,0.84,0.68,0.54,0.41,0.28,0.14
5b22a857-f4a1-449d-a766-49209699a073.jpg;0.99,0.83,0.7,0.58,0.45,0.36,0.26,0.14
af82c170-e6b5-4209-820b-0c44ad28ffe0.jpg;0.09,0.28,0.44,0.67,0.99
1b335f0f-0202-4751-acca-cb7053e7d59b.jpg;0.98,0.67,0.44,0.28,0.11
9bcc3c04-2e53-481f-8dbd-6405c27e0528.jpg;0.97,0.68,0.46,0.3,0.12
a7599a1c-c7f9-45d2-b9b7-53400ad66442.jpg;0.95,0.66,0.45,0.3,0.11
fd54a6fc-bb3b-4ea3-a745-38a8354191eb.jpg;0.97,0.66,0.44,0.3,0.11
8bfe2615-948d-4fc7-b920-6cb5784f64a3.jpg;0.99,0.68,0.45,0.29,0.1
0a096efb-1ab5-49fd-a3e6-b9c06efab9fd.jpg;0.99,0.69,0.46,0.3,0.12
75bfcc7e-90d5-4944-bef2-9ac61461022e.jpg;1.0,0.83,0.65,0.48,0.3,0.13
f67fdd11-2f8b-4fa4-934c-81b83bf9392c.jpg;0.98,0.68,0.46,0.3,0.12
d8f9195e-52b7-42a5-9964-030dba8dc25a.jpg;0.14,0.29,0.43,0.56,0.71,0.84,0.96
3b71273c-6bfd-40c8-acdb-9a11a088c357.jpg;0.98,0.87,0.75,0.64,0.51,0.39,0.26,0.14
dddfbf4a-ed02-4ae6-9a05-4d75940184cb.jpg;0.99,0.71,0.48,0.33,0.15
362b7e40-7091-4005-b655-81d5c22241e6.jpg;0.99,0.87,0.72,0.58,0.43,0.29,0.16
a1c5163b-cd2e-48a8-a343-55c49cf66d32.jpg;0.99,0.79,0.62,0.45,0.28,0.11
b2732226-2332-460a-8d94-4c15c3594682.jpg;1.0,0.8,0.64,0.46,0.29,0.14
da8a2ac7-478c-4144-95cf-176ec1aaa881.jpg;1.0,0.8,0.63,0.44,0.27,0.12
46eb3017-83ff-417f-a127-f15605953b9e.jpg;0.99,0.82,0.68,0.54,0.39,0.23,0.12
06fa1d60-def1-430d-a10d-278a94f7e6e1.jpg;0.99,0.81,0.63,0.46,0.29,0.12
769bf22e-7a15-4aaa-9d23-9cd93467a5d7.jpg;0.98,0.73,0.48,0.21
f0f0ce2b-1cdd-4a2d-aa90-a5d0b71dc59b.jpg;0.99,0.75,0.59,0.29
24464319-63ee-4f40-a8e0-a8d5665bde46.jpg;0.97,0.52,0.39,0.19
ce1c8ddd-9a11-4b86-8e2e-67e293b51f89.jpg;0.98,0.8,0.66,0.53,0.4,0.27,0.14
b8b3b930-80dc-4018-a954-84f757f65f9d.jpg;0.97,0.71,0.47,0.23
3155992d-83db-462b-984e-0cf22feef577.jpg;0.98,0.74,0.49,0.25
113ea914-ad92-4669-a076-5765adadd06c.jpg;0.98,0.76,0.57,0.37,0.19
bc02c15b-ab2b-4a1a-8fed-867a06111025.jpg;0.99,0.77,0.58,0.38,0.18
13c531ba-79c9-4d50-883d-962a1c61febe.jpg;0.9,0.8,0.69,0.6,0.49,0.39,0.29,0.17
2c8c0a83-6853-4fc8-8c31-55e9ea66a1e8.jpg;0.98,0.82,0.69,0.56,0.41,0.27,0.13
306ce104-b784-4870-be80-6eaa1f97f2ed.jpg;0.99,0.87,0.77,0.64,0.53,0.4,0.3,0.18
ab1e76e4-e10e-4a3a-bd98-e54310c8efcc.jpg;0.99,0.88,0.75,0.64,0.53,0.41,0.27,0.14
3aaa6af2-dcbb-4fe1-b9fd-cd5a134e16ae.jpg;0.98,0.85,0.74,0.63,0.52,0.39,0.26,0.13
3b34d269-0ad3-4deb-b8b6-b1f9d62d9c0f.jpg;0.98,0.74,0.53,0.33,0.15
eab89d9a-f9c1-4d7f-8b61-6fa6b4650e2f.jpg;0.99,0.73,0.46,0.19
07a546bb-cd36-402c-a747-042b3a04e544.jpg;0.99,0.67,0.51,0.4,0.23,0.11
f3995532-2488-4f37-94e3-a939e754f07c.jpg;0.98,0.76,0.64,0.51,0.39,0.26,0.1
76d316e3-c00f-4e03-9674-04f9083e4235.jpg;0.98,0.79,0.62,0.47,0.3,0.15
98535c97-dc31-4dca-abdc-d20d62cabb0b.jpg;0.99,0.8,0.63,0.51,0.39,0.27,0.13
36ea9cb1-2ebe-499a-9adc-962265861202.jpg;0.99,0.86,0.57,0.43,0.28,0.15,0.71
4f478b1b-14fe-4edc-9969-ac41afb24c8f.jpg;0.98,0.8,0.68,0.55,0.41,0.27,0.13
1cf3a2e5-09ee-402d-a082-d71cddee9dac.jpg;0.97,0.78,0.63,0.47,0.32,0.16
3086bd6a-7656-44f8-8545-e9b14af3b0f5.jpg;0.95,0.84,0.73,0.63,0.51,0.41,0.28,0.16
dc4d0110-8a65-4c8a-a793-3f0fa2683b53.jpg;1.0,0.79,0.68,0.53,0.41,0.28,0.12
d40cc4d1-a845-484b-a988-fdb3eb3b3d9b.jpg;0.95,0.78,0.68,0.56,0.43,0.3,0.17
7d0df42d-f1aa-4b8b-9d18-dbe5cfd9c9bb.jpg;0.96,0.72,0.54,0.33,0.15
c3cb174c-bde6-4082-98b9-98fa24311f0e.jpg;0.95,0.79,0.67,0.55,0.44,0.32,0.19
a6266954-fd12-441b-9808-1f84c89110a2.jpg;0.96,0.81,0.68,0.58,0.44,0.32,0.18
5a664ab2-0b81-407b-8eda-30f23b5ff2f2.jpg;0.95,0.82,0.69,0.56,0.39,0.25,0.1
7c632e4f-c893-4d21-9e73-fd10038dad87.jpg;0.99,0.73,0.55,0.35,0.18
79d2ab75-7a3b-453b-afc7-8ae2babb02c2.jpg;0.98,0.74,0.55,0.35,0.18
35b9aed4-2950-4734-a94c-9b001e643935.jpg;0.95,0.78,0.65,0.52,0.39,0.26,0.12
e7ae93e6-8593-4111-b89f-78276b382455.jpg;0.95,0.77,0.65,0.52,0.4,0.27,0.13
74245140-d95c-4740-a107-620da2cd750f.jpg;0.99,0.85,0.72,0.58,0.46,0.36,0.25,0.14
a8de7f5b-47f7-47b9-8abf-9be11bbd480b.jpg;0.98,0.8,0.65,0.51,0.37,0.25,0.12
4ac96363-3e1a-408f-a1a4-acda91238512.jpg;0.99,0.92,0.86,0.78,0.7,0.62,0.55,0.43,0.32,0.17
e02be66f-80c3-40f3-8211-dacdd853b03e.jpg;0.98,0.81,0.7,0.61,0.51,0.39,0.26,0.14
03d1cc0e-69ce-4e32-922e-7be7af988394.jpg;0.98,0.8,0.65,0.5,0.34,0.16
d9979ef0-095e-4730-b9f1-90c03cbd11ee.jpg;0.97,0.81,0.67,0.49,0.31,0.15
6296d18a-b0aa-4310-bd81-1ba052dfdc4d.jpg;0.99,0.84,0.7,0.55,0.4,0.26,0.11
421801e5-81a1-4220-88ee-988a264b10db.jpg;0.99,0.88,0.78,0.67,0.56,0.47,0.34,0.23,0.1
12f05205-899d-4ffd-87a6-9e1bd1285133.jpg;0.98,0.82,0.65,0.47,0.3,0.14
1d80d0ac-82d1-4b3c-bda5-261265a461fa.jpg;0.99,0.81,0.64,0.49,0.33,0.17
b5c3bea8-d6ef-4786-addc-a3aaf5eeea1f.jpg;0.99,0.83,0.64,0.52,0.36,0.19
7d109fd4-e9a4-4185-b280-d5b59082685d.jpg;0.98,0.82,0.64,0.46,0.29,0.15
424880fc-78f8-45f8-b406-6b3bc63b8478.jpg;0.99,0.75,0.56,0.36,0.18
90c53f24-319c-4397-aafb-fdef797ce282.jpg;1.0,0.84,0.7,0.56,0.43,0.31,0.18,0.09
16be0e02-22ed-479a-b866-9548ab293513.jpg;0.98,0.84,0.72,0.61,0.5,0.38,0.26,0.13
b3560b26-5a01-46c0-8065-c4d31ca05b75.jpg;1.0,0.73,0.57,0.43,0.28,0.14
567e169e-36c9-4b48-8db6-de55ebcd10cc.jpg;1.0,0.81,0.67,0.53,0.4,0.26,0.12
771dbb9a-7723-41e3-9b01-fcd89def6d3e.jpg;1.0,0.83,0.72,0.62,0.56,0.48,0.36,0.25,0.12
55f1f6e6-be94-4f43-960d-bcbfd5902480.jpg;0.99,0.85,0.72,0.54,0.45,0.36,0.27,0.15,0.02
0f00f32c-f1a3-4c40-a1f0-7022b2f300b3.jpg;0.99,0.82,0.64,0.48,0.29,0.13
b0c375d2-c80b-4385-9eaf-81562f1ca66a.jpg;0.98,0.79,0.64,0.51,0.38,0.24,0.1
3b2e2631-f404-479b-ae85-15c238b931a1.jpg;0.99,0.83,0.71,0.56,0.43,0.3,0.16
6f6d978e-7c19-4a59-9d2e-2a27f6576acc.jpg;0.99,0.81,0.69,0.58,0.47,0.35,0.24,0.11
9d0ab4cf-84ec-4179-ba2d-cb3d76f46e2e.jpg;0.97,0.76,0.59,0.44,0.32,0.22,0.09
cbd5b43e-edf5-4648-8e30-67790b67f4a5.jpg;0.99,0.71,0.45,0.22
83042b85-7245-426b-8bb5-c2d17ffae9c3.jpg;0.97,0.78,0.64,0.51,0.37,0.24,0.09
43a61fa1-f4d5-420d-9b56-5cde99351c0f.jpg;0.97,0.8,0.63,0.46,0.32,0.17
9bd68dec-5253-4c41-bbf9-0c52dbe64310.jpg;0.98,0.77,0.58,0.38,0.17
8cf62ab9-f3c0-4ac2-8df2-7e70b0cfbc89.jpg;0.98,0.77,0.59,0.4,0.27,0.16
62290e8d-ad04-4cc6-88a0-1e46d12f96f0.jpg;1.0,0.88,0.74,0.59,0.45,0.32,0.18
5fa13c22-9d55-4860-b763-3e155d6a7c38.jpg;0.99,0.86,0.71,0.56,0.41,0.27,0.14
788f6553-e01a-4396-95e8-f532b4474fe1.jpg;0.98,0.75,0.56,0.4,0.24,0.09
a3b4cc97-e8ce-4c9c-b69d-e7f201e6c193.jpg;0.98,0.73,0.54,0.34,0.14
da0dc70e-1bcb-4566-a1c0-257913fdc426.jpg;1.0,0.75,0.5,0.22
b98e53be-6051-4f60-b6a0-c2cd12e4e73c.jpg;0.98,0.7,0.53,0.33,0.14
5628dfb7-fa20-4b0b-8dd3-d8e6576e8f34.jpg;0.98,0.74,0.51,0.25
de5c0219-c1a8-4b33-9163-e415e57a3957.jpg;0.98,0.78,0.57,0.39,0.2
b86cf3cd-1e90-495d-81a8-84cc1a078e7f.jpg;1.0,0.8,0.63,0.49,0.33,0.17
00be3a1d-ca22-4584-81bb-f1f3858c1744.jpg;0.98,0.8,0.63,0.47,0.29,0.13
0c31c779-be43-45ce-8bf6-e01619340720.jpg;0.97,0.82,0.7,0.54,0.41,0.25,0.13
c9c7eb44-81df-4af1-898f-a1dc8e2143db.jpg;0.99,0.78,0.64,0.48,0.32,0.15
c94ed02d-a99a-44f5-930b-1c019e3205dc.jpg;0.99,0.75,0.51,0.25
36a2b459-ae27-4688-b6e8-2680b3a0aec4.jpg;0.99,0.82,0.59,0.33
d8f406c7-e772-431a-9c2b-bd113a3ef301.jpg;0.97,0.87,0.8,0.72,0.63,0.56,0.48,0.4,0.28,0.14
1f1b624c-3917-47ed-8461-3af8682ed22d.jpg;0.98,0.86,0.74,0.61,0.53,0.45,0.33,0.24,0.12
0c47965a-c036-4bbc-aa8f-14f84e3148a2.jpg;0.01,0.12,0.24,0.37,0.5,0.63,0.77,0.85,0.94
a521f2d9-5808-4a1f-a5ac-89b96947be51.jpg;0.99,0.84,0.7,0.57,0.43,0.3,0.16
701c655e-6fa9-4ad7-b8de-18c8aa2d0355.jpg;0.0,0.15,0.29,0.42,0.56,0.69,0.81
1ddb0cb8-de91-4f59-99ea-c06629a1ba55.jpg;1.0,0.85,0.69,0.55,0.41,0.26,0.13
8db6b4bb-fd5b-4df7-b832-2bb300076f2a.jpg;0.99,0.81,0.63,0.46,0.3,0.13
bfd3bb99-95be-4831-84c3-5ec7ab937239.jpg;1.0,0.71,0.56,0.42,0.27,0.15
9bb2c819-3e7f-411b-b34e-57cac0685b95.jpg;1.0,0.85,0.72,0.58,0.44,0.32,0.18
8dde952d-ae19-4f72-bf4b-df8233b8b47d.jpg;0.99,0.8,0.61,0.43,0.26,0.08
24cc6b48-433b-4a80-97d7-1a3d4744b6d0.jpg;1.0,0.82,0.64,0.45,0.28,0.15
4d4a47b6-8eb4-48e5-9666-bbb4ca69a161.jpg;0.99,0.82,0.69,0.56,0.41,0.27,0.11
f705e4b9-fbd2-4d8d-b586-eb5a09107ff6.jpg;1.0,0.84,0.71,0.57,0.42,0.29,0.15
69c5ede0-fc3b-4600-8719-8d5f076c60c2.jpg;0.99,0.85,0.7,0.55,0.44,0.33,0.21,0.12
2ca41312-b034-4c36-948f-daabb9c948be.jpg;1.0,0.81,0.65,0.46,0.3,0.14
77f31933-c806-4c9b-ab59-84357464fef7.jpg;1.0,0.83,0.67,0.53,0.39,0.26,0.13
960413ce-3eb9-4137-91d1-c6c466cc5789.jpg;0.99,0.87,0.74,0.62,0.48,0.36,0.23,0.11
e3387a8d-8fc4-4704-b37d-35153dc7964c.jpg;1.0,0.84,0.66,0.49,0.33,0.18
d76aa482-142f-43f3-9d48-7ddf71d619c3.jpg;1.0,0.85,0.69,0.56,0.42,0.28,0.15
3396e874-d1e7-4e4d-84d5-7ae68480d5d9.jpg;0.99,0.86,0.68,0.51,0.35,0.19
3be73c5c-aa3c-4d88-abe1-2cf81fa8acd6.jpg;1.0,0.81,0.66,0.52,0.38,0.23,0.12
20609d5b-88d6-47f0-8a86-1c5a5bddd65f.jpg;0.99,0.86,0.74,0.61,0.5,0.36,0.23
ec0af77c-d205-41bb-b359-3441074e6a0a.jpg;0.99,0.81,0.63,0.47,0.31,0.15
3af09a45-133f-4752-ba01-a698e1b6b954.jpg;1.0,0.81,0.62,0.46,0.32,0.16
a6039daa-440e-436a-98f5-065cff87a4a4.jpg;0.99,0.82,0.63,0.47,0.3,0.15
c90bcd86-5921-40f0-b41a-58f43634918e.jpg;0.99,0.81,0.62,0.47,0.32,0.18
3fe36fcb-3609-47ca-8dd2-41bf68965226.jpg;1.0,0.79,0.58,0.41,0.25,0.1
b31f54e5-d9e0-460a-95ef-0af9a3fb4ff8.jpg;0.99,0.84,0.65,0.46,0.28,0.16
5c286e54-cedc-4efb-8a43-44c997610d8f.jpg;0.98,0.84,0.71,0.58,0.45,0.34,0.22,0.1
8511cf4c-ed41-4acb-a5af-b2c00787452e.jpg;1.0,0.84,0.71,0.59,0.46,0.36,0.25,0.15
17c30d62-9967-4f49-8766-cc6adda10f92.jpg;1.0,0.82,0.7,0.58,0.45,0.35,0.26,0.15
86f92416-0532-4788-a371-c7ae8b0b9858.jpg;0.98,0.67,0.43,0.28,0.09
af16b5ee-c6fc-4a77-9f20-6337846fc44c.jpg;0.97,0.68,0.45,0.3,0.13
98f4b49f-5d67-4f2e-8c37-80794f2dde3d.jpg;0.91,0.86,0.82,0.98
c65f9642-5693-44de-aaf3-8ecf8450cf6f.jpg;0.96,0.66,0.46,0.28,0.12
a6bbec7f-f89b-4597-ba3e-da5ec07025ad.jpg;0.98,0.68,0.46,0.3,0.11
f8fd9df2-28f6-472f-977d-be3fa771ebd9.jpg;0.99,0.69,0.44,0.28,0.1
21101816-7c4a-42c3-92de-811cf32bcca4.jpg;0.98,0.69,0.47,0.31,0.13
a4e58712-93fe-409d-8af9-71deaeccc81d.jpg;1.0,0.83,0.71,0.59,0.46,0.36,0.25,0.15
264a1fa5-3309-43f8-b54f-df6fb1ce368d.jpg;0.12,0.27,0.4,0.55,0.7,0.84,0.99
eb00bfc0-9564-487e-a4be-5468aabd7053.jpg;0.99,0.87,0.75,0.62,0.55,0.47,0.34,0.24,0.13
